trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.03067830000009053,,0.016606400000000576,0.03067830000009053,1.0466181000001598,1.0639845000000605,,,,,,,,
