trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.030615299998316914,,0.015265200003341306,0.030615299998316914,1.0462436000016169,1.0643165000001318,,,,,,,,
